project_id,state,district,project_type,current_stage,current_stage_index,project_age_days,total_parcels,completed_parcels,total_area,documentation_completeness,legal_dispute,ownership_conflict,compensation_pending_days,pending_approvals,inter_dept_dependency,rr_delay_days,previous_stage_delay_days,number_of_delayed_stages,target_delayed,target_delay_days
LA-1771,Madhya Pradesh,Gwalior,Defense Installation,Land Identification,1,734,128,79,189.07,67.0,1,0,70,2,0,32,0,0,1,105
LA-1772,Maharashtra,Solapur,Industrial Corridor,Objection and Legal Review,5,54,180,79,107.42,97.0,0,1,36,2,0,13,16,2,1,82
LA-1773,Madhya Pradesh,Bhopal,Pipeline Project,Land Identification,1,62,256,201,248.66,69.6,0,0,25,5,1,12,0,0,0,0
LA-1774,Odisha,Bhubaneswar,Pipeline Project,Compensation Assessment,6,288,287,169,194.4,100.0,1,0,61,2,0,0,29,2,1,72
LA-1775,Maharashtra,Nashik,Dam / Irrigation,Compensation Assessment,6,637,134,26,123.03,100.0,0,0,22,0,0,18,0,0,0,0
LA-1776,Gujarat,Vadodara,Dam / Irrigation,Preliminary Notification,2,70,27,14,216.46,78.0,1,1,65,3,0,71,30,0,1,74
LA-1777,Odisha,Bhubaneswar,Railway Expansion,Project Initiation,0,198,330,98,8.87,83.2,0,1,60,2,0,11,0,0,0,0
LA-1778,Gujarat,Gandhinagar,Defense Installation,Land Identification,1,98,87,66,49.53,94.9,0,0,29,0,0,0,1,0,0,0
LA-1779,Karnataka,Belagavi,Urban Infrastructure,Preliminary Notification,2,600,387,226,15.47,81.5,0,0,7,1,0,6,4,0,0,0
LA-1780,Odisha,Bhubaneswar,Railway Expansion,Survey and Verification,3,567,250,160,138.48,70.0,0,1,72,5,1,0,0,0,1,37
LA-1781,Rajasthan,Bikaner,Dam / Irrigation,Preliminary Notification,2,552,485,183,56.72,73.6,0,1,53,2,0,0,2,0,1,57
LA-1782,Maharashtra,Solapur,Urban Infrastructure,Preliminary Notification,2,829,335,299,60.71,72.7,0,0,7,3,0,0,4,0,0,0
LA-1783,Madhya Pradesh,Gwalior,Pipeline Project,Project Initiation,0,821,147,115,98.62,100.0,0,0,24,2,0,0,0,0,0,0
LA-1784,Uttar Pradesh,Kanpur,Mining Development,R&R and Rehabilitation,8,649,245,100,84.6,89.2,0,0,12,1,0,24,43,0,0,0
LA-1785,Madhya Pradesh,Ujjain,Railway Expansion,Survey and Verification,3,287,103,50,206.52,36.3,0,0,7,2,0,10,0,0,0,0
LA-1786,Uttar Pradesh,Meerut,Defense Installation,Survey and Verification,3,715,109,36,199.61,79.9,0,0,24,2,0,22,0,0,0,0
LA-1787,Karnataka,Dharwad,Power Transmission,Objection and Legal Review,5,683,79,77,64.05,76.5,0,1,84,2,0,25,15,2,1,76
LA-1788,Odisha,Berhampur,Defense Installation,R&R and Rehabilitation,8,33,106,54,157.21,100.0,0,0,26,3,0,8,26,0,0,0
LA-1789,Gujarat,Gandhinagar,Railway Expansion,Land Identification,1,517,70,52,171.84,67.6,1,1,75,2,0,0,10,0,1,95
LA-1790,Maharashtra,Nashik,Urban Infrastructure,Ownership Verification,4,669,304,235,79.52,67.3,0,0,19,3,1,18,0,0,1,28
LA-1791,Odisha,Sambalpur,Industrial Corridor,Survey and Verification,3,584,128,54,43.8,48.7,0,1,37,1,0,3,0,0,1,42
LA-1792,Karnataka,Hubli,Defense Installation,Compensation Assessment,6,623,440,340,153.96,83.4,0,0,27,3,0,2,0,0,0,0
LA-1793,Uttar Pradesh,Agra,Pipeline Project,Compensation Disbursement,7,477,312,237,209.32,97.4,0,0,19,0,0,12,3,0,0,0
LA-1794,Gujarat,Surat,Industrial Corridor,Compensation Disbursement,7,351,335,163,174.55,72.0,0,0,12,1,0,0,35,0,0,0
LA-1795,Gujarat,Gandhinagar,Urban Infrastructure,Ownership Verification,4,398,250,198,39.95,91.5,0,0,2,2,0,0,0,0,0,0
LA-1796,Madhya Pradesh,Ujjain,Mining Development,Project Initiation,0,859,45,16,37.68,100.0,1,1,67,2,0,51,0,0,1,51
LA-1797,Rajasthan,Jodhpur,Defense Installation,Compensation Assessment,6,349,39,24,195.89,96.3,1,1,116,0,0,54,50,3,1,133
LA-1798,Uttar Pradesh,Allahabad,Dam / Irrigation,Ownership Verification,4,186,206,56,34.17,59.5,0,0,5,0,0,24,8,0,0,0
LA-1799,Rajasthan,Jodhpur,Urban Infrastructure,Preliminary Notification,2,617,198,42,34.41,85.1,0,0,22,0,0,0,0,0,0,0
LA-1800,Gujarat,Bhavnagar,Defense Installation,Objection and Legal Review,5,593,389,84,63.23,100.0,0,0,30,3,0,0,3,0,0,0
LA-1801,Odisha,Sambalpur,Dam / Irrigation,Compensation Assessment,6,854,227,153,112.76,77.8,1,1,128,1,0,0,27,3,1,156
LA-1802,Odisha,Rourkela,Defense Installation,Objection and Legal Review,5,280,464,301,160.19,72.1,0,1,56,1,0,22,29,2,1,70
LA-1803,Gujarat,Rajkot,Defense Installation,Land Identification,1,109,104,48,3.26,68.3,0,0,15,2,0,0,0,0,0,0
LA-1804,Maharashtra,Pune,Mining Development,Objection and Legal Review,5,306,150,35,146.61,100.0,0,0,19,2,0,14,5,0,0,0
LA-1805,Gujarat,Rajkot,Defense Installation,Objection and Legal Review,5,811,379,212,35.98,55.4,0,0,4,3,0,0,0,0,1,17
LA-1806,Gujarat,Vadodara,Defense Installation,Compensation Assessment,6,255,444,444,196.86,77.9,1,1,118,1,0,44,0,3,1,133
LA-1807,Karnataka,Mangaluru,Railway Expansion,Ownership Verification,4,111,328,139,166.4,76.5,0,0,11,2,0,0,0,0,0,0
LA-1808,Odisha,Berhampur,Mining Development,Ownership Verification,4,728,31,26,215.85,77.5,0,1,42,3,0,15,43,1,1,51
LA-1809,Odisha,Cuttack,Industrial Corridor,Compensation Assessment,6,505,88,43,155.95,61.5,0,0,13,1,0,23,0,0,0,0
LA-1810,Odisha,Rourkela,Highway Construction,Land Identification,1,476,480,443,239.59,73.6,0,0,10,3,0,0,0,0,0,0
LA-1811,Odisha,Cuttack,Power Transmission,Land Identification,1,279,281,242,107.42,72.3,0,0,12,1,1,27,9,0,0,0
LA-1812,Odisha,Cuttack,Highway Construction,Final Acquisition,9,32,319,319,197.49,56.6,1,0,86,1,1,0,96,3,1,107
LA-1813,Uttar Pradesh,Meerut,Power Transmission,Land Identification,1,660,21,12,98.65,63.3,1,0,67,2,0,56,1,0,1,90
LA-1814,Odisha,Sambalpur,Urban Infrastructure,Ownership Verification,4,551,112,68,39.23,72.9,0,0,27,2,0,0,24,0,0,0
LA-1815,Maharashtra,Nashik,Railway Expansion,Compensation Assessment,6,181,484,225,177.42,97.3,1,1,129,2,0,0,54,3,1,94
LA-1816,Gujarat,Surat,Urban Infrastructure,Objection and Legal Review,5,97,422,99,105.88,100.0,0,0,30,1,0,12,6,0,0,0
LA-1817,Uttar Pradesh,Meerut,Dam / Irrigation,Ownership Verification,4,37,24,8,192.83,89.3,1,1,74,3,0,64,10,1,1,83
LA-1818,Uttar Pradesh,Lucknow,Railway Expansion,Compensation Assessment,6,524,399,132,237.48,88.4,1,1,125,3,0,0,0,2,1,104
LA-1819,Uttar Pradesh,Meerut,Pipeline Project,Compensation Disbursement,7,75,432,140,75.42,81.3,0,0,13,3,1,0,4,0,0,0
LA-1820,Karnataka,Bengaluru,Industrial Corridor,Project Initiation,0,714,495,232,19.49,93.4,0,1,44,4,1,0,0,0,1,46
LA-1821,Madhya Pradesh,Jabalpur,Highway Construction,Survey and Verification,3,543,404,308,247.32,100.0,0,0,15,2,0,0,0,0,0,0
LA-1822,Madhya Pradesh,Sagar,Urban Infrastructure,Preliminary Notification,2,211,341,183,40.88,70.4,1,0,32,1,0,0,11,0,1,68
LA-1823,Maharashtra,Solapur,Power Transmission,Project Initiation,0,346,38,26,236.12,92.3,0,0,4,1,0,27,0,0,0,0
LA-1824,Rajasthan,Jaipur,Pipeline Project,Land Identification,1,375,95,42,236.26,100.0,0,0,8,2,1,0,7,0,0,0
LA-1825,Karnataka,Bengaluru,Railway Expansion,Objection and Legal Review,5,94,441,93,26.34,90.6,0,0,24,2,1,0,9,0,0,0
LA-1826,Madhya Pradesh,Jabalpur,Industrial Corridor,Compensation Disbursement,7,201,169,80,10.97,91.4,0,0,7,5,1,0,31,0,0,0
LA-1827,Gujarat,Surat,Highway Construction,Land Identification,1,614,436,392,191.65,49.2,0,0,10,1,0,0,14,0,1,13
LA-1828,Madhya Pradesh,Ujjain,Urban Infrastructure,Project Initiation,0,152,33,33,249.6,70.8,1,0,97,0,0,63,0,0,1,101
LA-1829,Rajasthan,Udaipur,Urban Infrastructure,Project Initiation,0,900,99,45,232.89,99.6,1,0,67,2,0,24,0,0,1,79
LA-1830,Maharashtra,Nashik,Power Transmission,Project Initiation,0,816,435,275,228.29,77.2,0,0,25,4,1,2,0,0,0,0
LA-1831,Maharashtra,Solapur,Mining Development,Ownership Verification,4,621,175,102,17.65,97.5,0,0,29,3,1,1,0,0,0,0
LA-1832,Madhya Pradesh,Bhopal,Railway Expansion,Land Identification,1,518,337,337,26.42,100.0,1,0,79,2,1,0,11,0,1,32
LA-1833,Rajasthan,Jodhpur,Mining Development,Project Initiation,0,274,113,42,206.34,87.4,1,0,69,3,0,60,0,0,1,58
LA-1834,Madhya Pradesh,Jabalpur,Power Transmission,Project Initiation,0,305,102,60,144.37,97.2,0,1,73,6,1,15,0,0,1,66
LA-1835,Karnataka,Mysuru,Dam / Irrigation,Preliminary Notification,2,758,338,251,52.95,75.0,0,1,61,0,0,0,13,0,1,69
LA-1836,Maharashtra,Aurangabad,Industrial Corridor,Ownership Verification,4,487,344,250,52.09,99.8,0,0,21,3,0,16,22,0,0,0
LA-1837,Uttar Pradesh,Agra,Industrial Corridor,Survey and Verification,3,531,456,247,44.68,67.6,1,1,124,0,0,44,16,0,1,98
LA-1838,Madhya Pradesh,Jabalpur,Urban Infrastructure,Ownership Verification,4,340,13,10,195.36,60.4,0,0,15,1,0,30,6,0,0,0
LA-1839,Madhya Pradesh,Ujjain,Dam / Irrigation,Project Initiation,0,142,495,379,71.06,68.0,1,1,170,3,1,54,0,0,1,202
LA-1840,Odisha,Berhampur,Mining Development,Compensation Assessment,6,217,60,35,183.29,71.1,0,0,10,2,1,0,0,0,0,0
LA-1841,Karnataka,Hubli,Industrial Corridor,Compensation Disbursement,7,673,444,360,84.37,63.4,0,0,3,0,0,12,5,0,0,0
LA-1842,Uttar Pradesh,Varanasi,Industrial Corridor,Survey and Verification,3,471,353,353,247.45,84.4,1,0,53,1,1,25,0,0,1,51
LA-1843,Karnataka,Mysuru,Industrial Corridor,Land Identification,1,409,477,292,201.45,93.4,0,0,28,2,0,14,2,0,0,0
LA-1844,Odisha,Berhampur,Mining Development,Survey and Verification,3,794,459,246,145.93,61.0,0,1,37,3,0,0,0,0,1,64
LA-1845,Karnataka,Hubli,Urban Infrastructure,Project Initiation,0,801,93,64,11.78,81.9,0,0,20,3,1,18,0,0,0,0
LA-1846,Rajasthan,Jodhpur,Industrial Corridor,Survey and Verification,3,232,226,149,225.34,95.5,0,0,29,5,1,23,9,0,0,0
LA-1847,Gujarat,Rajkot,Highway Construction,Land Identification,1,205,227,152,66.9,66.3,0,0,6,4,1,0,5,0,0,0
LA-1848,Madhya Pradesh,Sagar,Mining Development,R&R and Rehabilitation,8,723,493,209,209.25,44.0,0,0,14,1,0,5,0,0,1,15
LA-1849,Madhya Pradesh,Indore,Highway Construction,Land Identification,1,230,122,54,184.38,87.3,0,0,27,0,0,0,0,0,0,0
LA-1850,Madhya Pradesh,Jabalpur,Defense Installation,Preliminary Notification,2,695,280,195,138.29,74.6,0,0,17,1,1,28,0,0,0,0
LA-1851,Uttar Pradesh,Kanpur,Urban Infrastructure,Land Identification,1,592,221,122,180.37,100.0,1,1,77,0,0,0,0,0,1,85
LA-1852,Rajasthan,Bikaner,Power Transmission,Final Acquisition,9,897,406,382,14.78,79.6,1,1,71,3,0,30,75,4,1,152
LA-1853,Rajasthan,Udaipur,Urban Infrastructure,Land Identification,1,418,152,83,123.04,81.2,0,0,9,3,0,8,0,0,0,0
LA-1854,Rajasthan,Udaipur,Mining Development,Project Initiation,0,666,6,1,94.78,78.2,0,0,14,0,0,0,0,0,0,0
LA-1855,Karnataka,Hubli,Railway Expansion,Objection and Legal Review,5,400,197,108,10.32,79.6,1,1,142,4,1,37,0,2,1,104
LA-1856,Madhya Pradesh,Ujjain,Mining Development,Preliminary Notification,2,501,448,302,98.22,89.4,0,0,20,1,1,30,2,0,0,0
LA-1857,Madhya Pradesh,Ujjain,Highway Construction,Survey and Verification,3,297,275,157,162.11,74.0,0,0,30,1,0,15,0,0,0,0
LA-1858,Karnataka,Bengaluru,Dam / Irrigation,Ownership Verification,4,743,455,316,105.24,89.9,0,0,20,1,0,21,0,0,0,0
LA-1859,Karnataka,Belagavi,Defense Installation,Compensation Assessment,6,249,211,164,197.27,65.1,0,1,40,1,1,9,78,2,1,48
LA-1860,Karnataka,Mysuru,Power Transmission,Project Initiation,0,226,379,163,27.69,100.0,1,1,126,1,0,61,0,0,1,159
LA-1861,Odisha,Rourkela,Urban Infrastructure,Survey and Verification,3,772,111,111,48.99,100.0,1,0,48,1,0,55,11,0,1,76
LA-1862,Karnataka,Bengaluru,Defense Installation,Land Identification,1,775,51,43,157.9,97.6,1,1,150,4,1,70,30,0,1,151
LA-1863,Uttar Pradesh,Agra,Highway Construction,Objection and Legal Review,5,446,241,241,194.84,99.7,0,0,24,0,0,30,0,0,0,0
LA-1864,Karnataka,Belagavi,Highway Construction,Preliminary Notification,2,40,130,64,159.39,92.5,0,1,35,0,0,17,8,0,0,0
LA-1865,Gujarat,Vadodara,Power Transmission,Objection and Legal Review,5,872,458,385,18.19,91.0,0,0,6,3,1,12,0,0,0,0
LA-1866,Maharashtra,Solapur,Mining Development,Preliminary Notification,2,684,104,86,235.43,84.0,0,0,26,3,0,0,0,0,0,0
LA-1867,Madhya Pradesh,Ujjain,Mining Development,Preliminary Notification,2,181,26,20,194.62,99.7,0,0,22,6,1,0,5,0,0,0
LA-1868,Uttar Pradesh,Agra,Pipeline Project,Project Initiation,0,434,271,254,221.29,39.8,0,0,13,2,1,0,0,0,1,21
LA-1869,Madhya Pradesh,Bhopal,Highway Construction,Objection and Legal Review,5,425,265,78,27.64,93.3,0,0,6,2,1,8,10,0,0,0
LA-1870,Karnataka,Mangaluru,Defense Installation,Land Identification,1,811,463,45,246.29,46.0,0,0,30,2,0,1,0,0,1,25
LA-1871,Rajasthan,Kota,Mining Development,Objection and Legal Review,5,784,193,192,16.68,65.8,1,0,46,3,1,17,0,1,1,63
LA-1872,Maharashtra,Kolhapur,Pipeline Project,Compensation Assessment,6,291,450,94,195.24,93.1,0,0,19,3,0,0,3,0,0,0
LA-1873,Madhya Pradesh,Ujjain,Pipeline Project,Survey and Verification,3,121,15,13,193.19,100.0,0,0,12,2,0,20,9,0,0,0
LA-1874,Odisha,Cuttack,Dam / Irrigation,Compensation Assessment,6,224,290,214,118.51,66.8,0,1,48,0,0,24,0,2,1,78
LA-1875,Gujarat,Ahmedabad,Pipeline Project,Objection and Legal Review,5,208,465,351,224.32,81.9,0,0,21,1,0,21,0,0,0,0
LA-1876,Odisha,Bhubaneswar,Power Transmission,Compensation Assessment,6,877,20,0,37.24,98.5,0,0,18,2,0,0,0,0,0,0
LA-1877,Madhya Pradesh,Gwalior,Mining Development,Project Initiation,0,722,419,398,106.78,98.0,0,1,39,3,0,29,0,0,1,26
LA-1878,Odisha,Cuttack,Mining Development,Survey and Verification,3,351,144,77,7.85,36.5,0,0,17,5,1,4,0,0,1,25
LA-1879,Rajasthan,Jaipur,Highway Construction,Project Initiation,0,713,262,166,48.74,76.8,0,0,2,3,0,0,0,0,0,0
LA-1880,Madhya Pradesh,Gwalior,Highway Construction,Compensation Assessment,6,79,491,152,36.34,98.4,0,1,37,4,1,1,18,1,1,48
LA-1881,Uttar Pradesh,Lucknow,Pipeline Project,Preliminary Notification,2,481,75,21,86.47,100.0,0,0,14,4,1,0,1,0,0,0
LA-1882,Odisha,Sambalpur,Pipeline Project,Project Initiation,0,423,484,113,17.26,79.3,0,0,2,3,0,0,0,0,0,0
LA-1883,Rajasthan,Jodhpur,Industrial Corridor,Land Identification,1,494,283,254,51.63,86.8,0,0,11,3,0,29,14,0,0,0
LA-1884,Rajasthan,Bikaner,Railway Expansion,Compensation Disbursement,7,110,461,339,167.14,81.6,0,1,56,4,1,4,29,2,1,61
LA-1885,Karnataka,Mysuru,Urban Infrastructure,Survey and Verification,3,78,208,95,35.87,93.4,0,0,1,3,1,7,9,0,0,0
LA-1886,Gujarat,Bhavnagar,Pipeline Project,Preliminary Notification,2,713,326,236,243.43,42.2,0,1,80,0,0,0,11,0,1,42
LA-1887,Odisha,Sambalpur,Pipeline Project,Land Identification,1,269,19,19,84.95,74.8,0,0,7,4,1,0,4,0,0,0
LA-1888,Karnataka,Bengaluru,Pipeline Project,Compensation Disbursement,7,834,125,38,225.13,73.4,0,0,29,3,0,3,0,0,0,0
LA-1889,Odisha,Bhubaneswar,Urban Infrastructure,Objection and Legal Review,5,812,402,232,84.1,78.3,0,1,34,3,1,0,10,2,1,63
LA-1890,Uttar Pradesh,Varanasi,Dam / Irrigation,Project Initiation,0,780,125,99,107.78,100.0,1,0,90,2,0,72,0,0,1,79
LA-1891,Odisha,Bhubaneswar,Dam / Irrigation,Compensation Assessment,6,159,336,336,84.76,85.9,1,0,110,2,0,0,23,2,1,72
LA-1892,Karnataka,Bengaluru,Power Transmission,Project Initiation,0,385,51,24,223.85,80.1,0,0,29,3,0,0,0,0,0,0
LA-1893,Gujarat,Rajkot,Defense Installation,Land Identification,1,519,258,85,135.72,92.3,1,0,53,3,0,79,22,0,1,63
LA-1894,Gujarat,Bhavnagar,Dam / Irrigation,R&R and Rehabilitation,8,887,334,311,46.97,73.3,0,0,23,3,0,1,0,0,0,0
LA-1895,Maharashtra,Kolhapur,Power Transmission,Objection and Legal Review,5,60,90,56,70.26,72.6,0,0,23,0,0,19,0,0,0,0
LA-1896,Uttar Pradesh,Kanpur,Power Transmission,Ownership Verification,4,287,354,76,67.68,73.9,0,1,41,1,0,26,30,1,1,58
LA-1897,Rajasthan,Ajmer,Railway Expansion,Objection and Legal Review,5,378,472,0,236.28,70.8,0,0,5,1,0,0,0,0,0,0
LA-1898,Rajasthan,Kota,Industrial Corridor,Compensation Assessment,6,741,491,153,212.61,100.0,0,1,54,3,0,3,24,2,1,97
LA-1899,Gujarat,Bhavnagar,Power Transmission,Land Identification,1,874,472,121,12.2,81.8,0,0,26,0,0,0,0,0,0,0
LA-1900,Madhya Pradesh,Sagar,Urban Infrastructure,Land Identification,1,625,378,299,54.01,84.8,1,1,86,1,0,40,23,0,1,96
LA-1901,Maharashtra,Pune,Defense Installation,Land Identification,1,488,402,175,88.79,38.3,1,0,66,0,0,73,22,0,1,61
LA-1902,Karnataka,Belagavi,Mining Development,R&R and Rehabilitation,8,514,88,88,139.57,59.3,0,0,7,4,1,27,0,0,0,0
LA-1903,Odisha,Sambalpur,Defense Installation,Preliminary Notification,2,89,366,167,185.33,100.0,0,0,8,3,0,9,0,0,0,0
LA-1904,Karnataka,Hubli,Mining Development,Preliminary Notification,2,677,160,160,241.92,69.2,0,0,19,1,0,0,13,0,0,0
LA-1905,Odisha,Sambalpur,Urban Infrastructure,Preliminary Notification,2,56,414,198,52.48,100.0,1,0,56,0,0,27,41,0,1,63
LA-1906,Rajasthan,Bikaner,Defense Installation,Compensation Assessment,6,598,260,227,240.79,86.0,0,0,16,4,1,16,0,0,0,0
LA-1907,Gujarat,Rajkot,Pipeline Project,Preliminary Notification,2,766,116,55,201.44,42.7,0,0,11,3,1,27,8,0,1,22
LA-1908,Odisha,Bhubaneswar,Dam / Irrigation,Project Initiation,0,224,458,213,22.92,86.8,0,0,19,0,0,2,0,0,0,0
LA-1909,Rajasthan,Jodhpur,Mining Development,Compensation Disbursement,7,504,250,192,116.33,96.0,0,0,22,2,0,2,6,0,0,0
LA-1910,Madhya Pradesh,Sagar,Power Transmission,Compensation Disbursement,7,525,496,395,30.67,100.0,1,1,89,3,0,75,0,4,1,137
LA-1911,Rajasthan,Kota,Industrial Corridor,Final Acquisition,9,608,384,170,25.65,55.7,0,0,18,1,0,30,0,0,1,16
LA-1912,Odisha,Berhampur,Railway Expansion,Objection and Legal Review,5,685,289,111,234.95,89.1,0,0,10,3,1,0,0,0,0,0
LA-1913,Karnataka,Dharwad,Pipeline Project,Project Initiation,0,784,448,262,193.85,91.1,0,0,7,4,1,30,0,0,0,0
LA-1914,Madhya Pradesh,Sagar,Railway Expansion,Project Initiation,0,214,346,119,225.32,100.0,0,0,14,3,1,2,0,0,0,0
LA-1915,Gujarat,Bhavnagar,Railway Expansion,Survey and Verification,3,249,73,47,198.41,86.3,0,0,17,0,0,30,1,0,0,0
LA-1916,Odisha,Bhubaneswar,Mining Development,Compensation Disbursement,7,222,268,123,133.98,100.0,0,1,77,5,1,28,0,3,1,132
LA-1917,Odisha,Bhubaneswar,Industrial Corridor,Objection and Legal Review,5,47,493,330,52.91,94.8,0,0,26,1,0,18,3,0,0,0
LA-1918,Odisha,Bhubaneswar,Highway Construction,Project Initiation,0,827,160,108,217.03,43.9,0,1,55,0,0,0,0,0,1,63
LA-1919,Rajasthan,Jaipur,Defense Installation,Project Initiation,0,511,379,272,29.96,100.0,0,1,27,1,0,12,0,0,0,0
LA-1920,Karnataka,Dharwad,Pipeline Project,Land Identification,1,449,26,24,111.9,56.1,0,1,42,1,0,12,10,0,1,46
LA-1921,Madhya Pradesh,Jabalpur,Industrial Corridor,Objection and Legal Review,5,232,338,218,219.28,100.0,0,0,6,3,1,13,0,0,0,0
LA-1922,Maharashtra,Pune,Power Transmission,Project Initiation,0,210,73,54,32.64,53.1,1,1,105,2,0,0,0,0,1,105
LA-1923,Uttar Pradesh,Allahabad,Defense Installation,Final Acquisition,9,889,426,217,4.76,65.6,0,0,29,3,0,6,0,0,1,31
LA-1924,Maharashtra,Pune,Power Transmission,Land Identification,1,225,77,77,105.9,66.9,1,1,75,0,0,0,11,0,1,113
LA-1925,Gujarat,Vadodara,Highway Construction,Project Initiation,0,200,121,121,133.0,93.1,1,0,87,3,0,0,0,0,1,55
LA-1926,Odisha,Cuttack,Highway Construction,Objection and Legal Review,5,257,221,109,223.31,93.7,0,0,0,5,1,19,14,0,0,0
LA-1927,Gujarat,Gandhinagar,Urban Infrastructure,Preliminary Notification,2,410,289,174,15.32,88.2,0,0,26,0,0,3,0,0,0,0
LA-1928,Maharashtra,Nashik,Industrial Corridor,Land Identification,1,57,283,175,3.78,100.0,0,0,14,0,0,12,0,0,0,0
LA-1929,Uttar Pradesh,Varanasi,Railway Expansion,Land Identification,1,181,32,18,115.76,98.7,0,0,1,1,1,14,0,0,0,0
LA-1930,Maharashtra,Solapur,Power Transmission,Land Identification,1,399,183,120,133.16,89.3,0,0,12,1,0,5,7,0,0,0
LA-1931,Gujarat,Bhavnagar,Defense Installation,Preliminary Notification,2,640,426,140,37.65,79.0,1,1,108,5,1,54,45,0,1,121
LA-1932,Rajasthan,Bikaner,Pipeline Project,Land Identification,1,49,233,51,31.52,100.0,0,0,18,0,0,0,3,0,0,0
LA-1933,Uttar Pradesh,Lucknow,Highway Construction,Ownership Verification,4,796,132,48,79.51,68.6,0,0,24,2,1,0,0,0,0,0
LA-1934,Rajasthan,Jaipur,Power Transmission,R&R and Rehabilitation,8,655,332,205,116.08,78.1,0,0,29,3,0,12,0,0,0,0
LA-1935,Gujarat,Bhavnagar,Railway Expansion,Ownership Verification,4,863,253,92,58.71,61.0,1,0,51,0,0,0,41,0,1,57
LA-1936,Rajasthan,Bikaner,Mining Development,Project Initiation,0,715,89,89,238.96,62.8,0,0,19,2,0,14,0,0,0,0
LA-1937,Rajasthan,Jaipur,Industrial Corridor,Possession and Handover,10,508,416,197,212.48,100.0,0,0,26,3,1,5,4,0,0,0
LA-1938,Madhya Pradesh,Bhopal,Industrial Corridor,Land Identification,1,408,232,232,134.61,70.0,0,0,14,0,0,0,0,0,0,0
LA-1939,Karnataka,Belagavi,Power Transmission,Preliminary Notification,2,707,393,393,220.92,49.0,0,0,9,1,0,0,0,0,1,10
LA-1940,Rajasthan,Ajmer,Pipeline Project,Project Initiation,0,549,247,101,207.29,78.0,0,0,0,3,0,8,0,0,0,0
LA-1941,Rajasthan,Jodhpur,Defense Installation,Ownership Verification,4,606,467,96,126.42,100.0,0,1,74,6,1,21,41,1,1,76
LA-1942,Karnataka,Mangaluru,Highway Construction,Land Identification,1,303,27,5,62.4,98.2,0,0,13,3,0,0,1,0,0,0
LA-1943,Gujarat,Vadodara,Mining Development,Possession and Handover,10,601,98,56,151.38,86.7,0,0,25,3,0,0,18,0,0,0
LA-1944,Gujarat,Bhavnagar,Power Transmission,Project Initiation,0,885,292,120,84.84,68.3,1,1,120,1,0,18,0,0,1,127
LA-1945,Odisha,Cuttack,Defense Installation,R&R and Rehabilitation,8,311,319,290,246.26,73.0,0,0,17,1,0,12,0,0,0,0
LA-1946,Gujarat,Rajkot,Dam / Irrigation,Survey and Verification,3,800,425,396,27.44,57.9,1,1,64,1,0,76,10,0,1,78
LA-1947,Uttar Pradesh,Agra,Industrial Corridor,Project Initiation,0,74,469,469,124.15,44.5,0,0,24,2,0,26,0,0,0,0
LA-1948,Uttar Pradesh,Lucknow,Railway Expansion,Land Identification,1,469,137,37,136.88,80.1,1,1,111,4,1,81,9,0,1,43
LA-1949,Maharashtra,Solapur,Defense Installation,Survey and Verification,3,502,284,37,105.84,72.0,1,0,99,5,1,43,0,0,1,52
LA-1950,Karnataka,Belagavi,Defense Installation,Objection and Legal Review,5,743,165,104,31.47,67.7,0,0,2,2,0,0,0,0,0,0
LA-1951,Rajasthan,Bikaner,Dam / Irrigation,Land Identification,1,89,247,247,15.94,99.6,0,0,1,0,0,0,0,0,0,0
LA-1952,Odisha,Berhampur,Mining Development,Ownership Verification,4,800,253,242,2.42,86.4,1,1,110,3,0,0,0,1,1,129
LA-1953,Odisha,Cuttack,Power Transmission,Compensation Assessment,6,573,409,178,205.14,95.4,0,1,58,2,0,0,25,2,1,73
LA-1954,Uttar Pradesh,Varanasi,Pipeline Project,Survey and Verification,3,378,222,15,33.15,99.5,1,0,84,0,0,0,21,0,1,64
LA-1955,Gujarat,Surat,Dam / Irrigation,Preliminary Notification,2,818,65,46,240.84,57.6,1,1,46,1,0,75,28,0,1,120
LA-1956,Karnataka,Mangaluru,Power Transmission,Land Identification,1,440,413,118,129.51,77.4,1,1,83,5,1,38,22,0,1,103
LA-1957,Maharashtra,Nagpur,Mining Development,Objection and Legal Review,5,435,233,213,198.24,61.1,0,0,28,2,1,30,1,0,0,0
LA-1958,Odisha,Cuttack,Defense Installation,Survey and Verification,3,107,306,159,133.31,87.3,1,1,136,5,1,0,21,0,1,91
LA-1959,Rajasthan,Udaipur,Power Transmission,Ownership Verification,4,556,29,29,63.99,100.0,1,1,115,2,0,0,44,0,1,118
LA-1960,Karnataka,Mysuru,Industrial Corridor,R&R and Rehabilitation,8,895,235,28,191.16,100.0,1,0,99,0,0,68,53,2,1,68
LA-1961,Karnataka,Dharwad,Dam / Irrigation,Project Initiation,0,531,415,346,97.06,59.7,1,1,75,0,0,68,0,0,1,125
LA-1962,Karnataka,Mysuru,Highway Construction,Preliminary Notification,2,425,11,4,9.42,86.2,0,0,16,3,1,0,0,0,0,0
LA-1963,Karnataka,Dharwad,Railway Expansion,Objection and Legal Review,5,557,138,138,65.84,68.7,0,1,35,2,0,26,29,2,1,78
LA-1964,Madhya Pradesh,Gwalior,Railway Expansion,Objection and Legal Review,5,516,310,268,240.11,71.9,0,0,24,4,1,0,0,0,0,0
